vendor_name,Trip_Pickup_DateTime,Trip_Dropoff_DateTime,Passenger_Count,Trip_Distance,Start_Lon,Start_Lat,Rate_Code,store_and_forward,End_Lon,End_Lat,Payment_Type,Fare_Amt,surcharge,mta_tax,Tip_Amt,Tolls_Amt,Total_Amt
2,1/5/2015 9:28,1/5/2015 9:38,1,1.85,-73.95078278,40.77495956,1,N,-73.9693222,40.76385498,1,8.5,0,0.5,1.5,0,10.8
